State,FIPS,County,election_result,% Some College,% Smokers,% Single-Parent Households,% Severe Housing Problems,% Receiving HbA1c,% Physically Inactive,% Obese,% Long Commute - Drives Alone,% LBW,% Fair/Poor,% Excessive Drinking,% Drive Alone - White,% Drive Alone - Hispanic,% Drive Alone - Black,% Drive Alone,% Children in Poverty - White,% Children in Poverty - Hispanic,% Children in Poverty - Black,% Children in Poverty,% Alcohol-Impaired,% Mammography,Graduation Rate,Income Ratio,Mentally Unhealthy Days,Physically Unhealthy Days,Preventable Hosp. Rate,Teen Birth Rate,Violent Crime Rate,Years of Potential Life Lost Rate,Chlamydia Rate,Association Rate,% unemployment,% Uninsured,% With Access
Alabama,1001,Autauga,Trump,59.7,17,25,15,84,29,34,43,9,18,15,83,,,87,11,,43,19,33,62.7,90,4.3,4.2,4.2,59,32,266,9158,398,13.7,0.052711607,11,71
Alabama,1003,Baldwin,Trump,62.9,18,27,15,83,22,27,38,9,16,15,85,61,85,85,14,12,50,20,34,66,85,4.5,4,3.7,48,38,217,7394,341,11.5,0.054152628,16,72
Alabama,1005,Barbour,Trump,39.3,23,56,16,89,32,44,36,12,25,12,,,82,84,12,52,69,45,38,63,86,5.6,4.8,4.8,74,59,329,8573,613,8.2,0.086485184,15,45
Alabama,1007,Bibb,Trump,50.2,20,30,14,82,34,40,47,12,20,14,88,,,83,18,,61,29,33,61.3,85,4.3,4.4,4.4,77,47,147,11766,444,10.2,0.066371165,14,33
Alabama,1009,Blount,Trump,51.2,21,27,12,88,28,35,60,7,19,14,82,73,,85,21,57,20,22,20,59.6,91,4,4.5,4.5,63,43,212,9333,124,8.5,0.05520897,16,26
Alabama,1011,Bullock,Clinton,33.6,23,73,18,86,32,43,47,13,28,11,74,,79,75,,,46,51,62,60,88,6,4.6,5,76,78,302,10858,940,10.2,0.071710663,17,23
Alabama,1013,Butler,Trump,43.3,22,52,16,81,34,36,33,11,27,11,87,,87,84,19,,57,36,37,62.4,83,4.9,5,5.2,86,56,523,12427,804,11.8,0.071287779,14,46
Alabama,1015,Calhoun,Trump,54,20,40,15,81,31,32,30,9,22,15,87,85,87,85,21,40,59,31,22,56.9,92,4.9,4.7,4.9,71,45,574,10717,724,14.7,0.066973839,14,59
Alabama,1017,Chambers,Trump,45,21,52,19,82,32,40,35,11,24,12,86,,87,85,23,69,51,34,30,57.2,85,4.8,4.7,4.8,56,60,527,11410,826,18.5,0.055438086,15,61
Alabama,1019,Cherokee,Trump,52.6,18,32,15,89,34,34,45,8,19,13,86,,,84,29,,41,30,20,63.4,88,4.8,4.5,4.5,79,49,384,12534,366,10,0.052136522,15,33
Alabama,1021,Chilton,Trump,40.2,20,29,16,89,30,36,48,9,21,14,84,,86,81,24,57,43,28,29,64,86,4.4,4.5,4.7,52,57,346,10678,403,15.9,0.056179189,18,32
Alabama,1023,Choctaw,Trump,49.7,20,43,13,84,30,41,44,10,25,10,89,,88,85,21,,50,34,41,54.3,88,6.5,4.7,5,48,38,111,12937,410,21,0.088837209,14,20
Alabama,1025,Clarke,Trump,41.1,20,41,15,81,28,38,31,13,23,12,86,,86,82,23,,36,31,33,61.1,93,8.1,4.7,4.9,68,40,439,9469,607,19.6,0.111471726,15,38
Alabama,1027,Clay,Trump,41.9,19,41,15,88,32,37,37,11,21,13,82,,85,84,13,,,27,38,56,93,4.5,4.6,4.6,82,47,352,9390,393,9.6,0.061532926,18,21
Alabama,1029,Cleburne,Trump,48,18,25,14,83,30,30,48,9,17,15,77,,,78,21,83,,28,28,49.5,98,4.7,4.3,4.1,72,54,150,11803,213,8.6,0.060881495,14,40
Alabama,1031,Coffee,Trump,60.8,19,37,14,88,29,34,23,9,19,14,86,82,76,85,19,32,44,24,26,63.1,96,5.1,4.2,4.3,60,37,321,7630,565,15.9,0.060533281,15,71
Alabama,1033,Colbert,Trump,56.6,20,35,15,87,31,38,24,10,20,13,91,,89,91,22,47,36,27,8,68.1,89,4.8,4.4,4.5,72,47,450,10253,468,17.6,0.070105876,13,44
Alabama,1035,Conecuh,Trump,38.1,23,46,20,80,32,36,42,14,28,10,90,,94,94,21,29,58,41,26,66.1,83,5.6,5.1,5.3,127,51,566,12828,551,11,0.086218158,17,0
Alabama,1037,Coosa,Trump,42.5,20,39,17,86,31,40,40,13,23,12,87,,,85,16,,57,32,42,59,83,4.3,4.6,4.7,49,50,206,8421,330,11,0.061431143,16,24
Alabama,1039,Covington,Trump,52.2,19,37,15,81,33,34,25,10,21,13,86,,79,83,26,8,58,34,30,59.6,95,4.6,4.4,4.6,99,63,273,9918,414,12.7,0.069971414,15,51
Alabama,1041,Crenshaw,Trump,44.5,19,37,12,77,30,40,42,8,20,13,81,,89,82,18,,29,30,28,58.4,93,5.6,4.4,4.2,73,52,500,10801,708,10.7,0.060145714,16,36
Alabama,1043,Cullman,Trump,54.6,18,30,14,89,26,33,35,9,21,13,86,73,77,85,21,64,48,25,26,65.4,91,4.6,4.4,4.5,51,53,170,9937,319,12.2,0.050987671,16,38
Alabama,1045,Dale,Trump,61.2,19,35,13,88,27,37,26,8,21,15,88,89,81,87,16,35,52,29,51,60,90,5.1,4.7,4.6,60,42,363,8086,573,12.3,0.05916924,14,48
Alabama,1047,Dallas,Clinton,47.3,23,71,24,78,31,41,27,13,28,10,87,,82,82,24,,61,50,61,63.9,90,6.8,5,5.5,61,61,774,12928,850,14.4,0.093947199,14,59
Alabama,1049,DeKalb,Trump,41.6,22,28,14,88,30,30,30,9,22,13,87,73,,86,18,43,26,29,33,58.2,92,4.5,4.7,5,64,53,331,9642,276,8.6,0.062034739,21,40
Alabama,1051,Elmore,Trump,53.3,18,32,12,85,29,35,47,9,17,17,86,,,87,15,39,36,20,43,65.6,90,4.2,4.3,3.9,62,39,276,8894,539,10.4,0.049256657,11,68
Alabama,1053,Escambia,Trump,39.6,21,47,14,79,32,38,31,10,25,12,92,,90,91,23,,43,32,49,64.4,84,5.3,4.8,5.2,105,63,483,10392,503,14.8,0.067313606,17,56
Alabama,1055,Etowah,Trump,53.1,19,38,14,82,33,35,27,8,20,12,87,72,85,86,23,52,56,31,32,56,84,4.7,4.5,4.5,77,49,544,11439,647,16.2,0.0596532,15,44
Alabama,1057,Fayette,Trump,50.5,20,36,12,80,31,34,35,10,21,13,87,,,87,16,,77,29,33,55.8,93,5.3,4.6,4.6,81,47,179,10276,408,11.3,0.069692801,15,27
Alabama,1059,Franklin,Trump,40.3,20,44,16,85,35,33,34,9,23,13,86,,,80,31,,28,32,27,56.7,93,4.4,4.7,4.7,95,56,345,11550,314,10.4,0.060992494,20,59
Alabama,1061,Geneva,Trump,47,21,41,12,87,29,34,44,9,23,13,86,,70,82,34,61,71,35,43,59.6,94,4.8,4.7,4.8,69,54,343,9368,415,9.4,0.058872077,17,27
Alabama,1063,Greene,Clinton,45.4,26,58,15,87,32,46,48,17,34,9,,,77,82,26,,,55,29,58.9,88,4.8,5.3,5.8,96,49,886,12431,1212,10.5,0.101278949,15,15
Alabama,1065,Hale,Clinton,48,22,59,21,82,32,40,44,14,29,10,89,,88,88,14,,53,39,32,67.1,86,5.7,4.9,5.3,78,43,194,9818,1376,6.6,0.07785124,14,58
Alabama,1067,Henry,Trump,57.6,18,30,12,86,29,36,34,9,21,13,86,,79,86,17,,31,28,0,62.5,93,5.4,4.4,4.4,43,43,278,8563,526,15.7,0.065956818,15,32
Alabama,1069,Houston,Trump,57.2,20,43,14,87,26,33,28,10,20,13,90,81,87,89,16,53,52,30,18,65.1,93,5,4.5,4.3,52,49,390,8558,751,13,0.058790644,13,53
Alabama,1071,Jackson,Trump,43.8,19,29,9,88,31,32,37,9,19,13,87,,,88,22,71,68,27,21,52.8,92,4.7,4.5,4.3,77,50,361,11929,300,9.1,0.064266373,16,37
Alabama,1073,Jefferson,Clinton,67.2,19,43,18,86,26,33,32,11,19,14,88,73,84,85,10,49,42,26,14,66.3,89,5.5,4,3.7,42,42,797,10306,764,14.7,0.058573597,13,78
Alabama,1075,Lamar,Trump,52.5,20,33,13,83,33,34,32,11,22,12,87,,,82,35,,52,34,33,53.2,88,4.6,4.7,4.7,77,46,162,8848,414,9.2,0.056937631,14,22
Alabama,1077,Lauderdale,Trump,58.6,18,32,13,87,28,33,29,10,18,14,88,87,91,86,21,49,47,24,31,65.6,95,4.9,4.5,4.2,64,29,268,8773,429,14.8,0.064242368,14,63
Alabama,1079,Lawrence,Trump,50.6,20,38,12,88,36,36,49,9,21,13,85,,93,88,24,,25,26,23,59.3,92,4.8,4.6,4.5,74,50,264,10665,322,14.3,0.070362007,16,49
Alabama,1081,Lee,Trump,70.4,19,35,19,85,23,29,27,8,19,16,83,64,83,85,15,42,43,21,32,60.4,90,6.3,4.4,4.5,42,22,275,7956,485,8.9,0.052501612,13,63
Alabama,1083,Limestone,Trump,55,18,28,12,88,31,33,39,10,18,14,86,87,88,87,13,53,16,19,28,66.8,93,5,4.1,4,64,34,143,7195,290,9.1,0.053012939,14,53
Alabama,1085,Lowndes,Clinton,42.5,23,64,24,83,30,45,58,14,29,10,80,,73,82,2,,50,47,52,59.7,83,5.9,4.8,5.2,67,48,611,12910,1187,6.6,0.107546674,14,2
Alabama,1087,Macon,Clinton,55.8,22,60,21,87,30,45,35,13,28,10,86,,79,78,24,,41,46,46,56.5,89,5.8,4.8,5.2,37,29,737,13001,1295,8.2,0.077308608,13,48
Alabama,1089,Madison,Trump,72.6,17,32,12,88,23,32,24,10,16,14,88,72,86,87,9,39,37,19,21,68,92,5.1,3.8,3.8,47,28,584,7532,611,11,0.052026891,13,82
Alabama,1091,Marengo,Clinton,49.6,20,50,15,79,33,40,27,13,26,11,87,,80,85,14,,53,35,30,56.1,97,6.7,4.7,4.9,66,43,481,11076,715,19.4,0.07434555,13,55
Alabama,1093,Marion,Trump,52.3,19,31,12,89,30,36,27,9,21,13,85,,,85,24,13,86,30,6,56.7,88,4.7,4.7,4.6,89,49,290,11024,303,11.2,0.06713809,15,49
Alabama,1095,Marshall,Trump,47.4,19,35,14,84,29,33,29,8,22,14,87,71,79,82,25,58,53,33,29,56.7,92,4.8,4.6,4.7,71,58,212,10993,230,9.5,0.054805478,19,65
Alabama,1097,Mobile,Trump,59.4,22,44,18,83,28,37,34,12,21,15,87,83,85,86,15,23,44,27,38,62.1,86,5.2,4.5,4.5,63,50,550,10198,778,11.6,0.06870097,15,69
Alabama,1099,Monroe,Trump,42.5,21,48,16,81,32,35,33,16,26,11,88,,88,90,24,67,58,36,41,65.9,86,7.3,5.1,5.2,75,51,488,11849,544,15.5,0.093531108,18,53
Alabama,1101,Montgomery,Clinton,61.3,21,52,19,84,27,35,18,12,23,13,87,71,85,85,9,57,43,34,39,63.1,79,5.5,4.5,4.8,45,47,408,9717,1254,15.1,0.05851825,14,76
Alabama,1103,Morgan,Trump,53.8,19,33,13,85,29,32,37,9,19,13,89,77,87,88,15,52,44,24,26,62.8,91,4.7,4.4,4.1,66,45,192,9424,374,12.5,0.055954167,16,71
Alabama,1105,Perry,Clinton,41.2,23,70,21,82,34,43,46,13,29,10,80,,81,84,22,,63,54,45,58.7,98,5.6,5,5.3,67,40,,13849,948,11.2,0.105855206,15,78
Alabama,1107,Pickens,Trump,47.2,21,46,17,88,30,36,48,12,27,12,81,,81,82,15,,56,35,43,59.1,90,6,4.7,4.9,80,40,221,11640,686,12.8,0.06942707,14,1
Alabama,1109,Pike,Trump,58.5,20,49,19,87,25,38,21,10,24,13,88,,89,87,17,8,47,36,28,69.3,88,6.2,4.6,5,58,26,448,10200,1041,10.2,0.063930857,15,60
Alabama,1111,Randolph,Trump,49.1,19,33,19,86,28,31,44,9,21,13,75,,88,80,22,,35,32,23,57.1,95,5,4.5,4.7,56,45,182,12126,396,10.6,0.056790644,17,27
Alabama,1113,Russell,Clinton,63.3,22,46,17,78,31,36,36,10,24,14,80,,83,85,22,34,40,36,21,57.7,84,4.9,4.7,4.6,45,48,441,8908,784,9.1,0.056400217,15,72
Alabama,1115,St. Clair,Trump,53.1,18,30,12,87,27,33,52,8,17,14,82,,88,86,20,39,37,18,35,58.2,90,4.3,4.3,4.1,75,42,176,10242,239,8.9,0.053254898,13,68
Alabama,1117,Shelby,Trump,74,14,20,11,86,22,30,47,8,14,15,85,67,88,86,6,44,13,10,21,69.2,95,4.1,3.7,3.4,47,20,180,6167,205,10.7,0.04399003,11,73
Alabama,1119,Sumter,Clinton,51,24,62,23,87,31,40,39,11,36,10,86,,85,86,,,70,44,45,63.2,93,5.8,5.3,5.7,65,33,487,12048,1115,13.7,0.078164495,17,20
Alabama,1121,Talladega,Trump,47.1,22,45,16,83,34,39,32,12,24,13,85,,87,84,25,51,53,31,32,57.7,93,5.1,4.7,4.7,72,44,369,11205,696,12.1,0.067623128,13,66
Alabama,1123,Tallapoosa,Trump,47.2,19,49,18,79,32,37,32,14,23,13,84,,83,83,23,90,63,35,24,58.6,87,5,4.6,4.8,67,55,478,9494,502,14.3,0.056013964,14,66
Alabama,1125,Tuscaloosa,Trump,62.5,20,39,18,85,26,34,23,11,20,15,87,63,86,86,11,36,45,25,31,71.2,85,5.2,4.5,4.5,68,28,415,8286,745,12.3,0.057696406,12,76
Alabama,1127,Walker,Trump,52.6,21,37,11,89,31,33,40,10,22,12,86,,,84,28,58,50,31,21,62.5,91,4.9,5,4.9,70,55,415,14548,449,14.1,0.076077637,15,48
Alabama,1129,Washington,Trump,42.1,19,34,11,80,32,40,44,10,21,13,76,,84,80,30,,20,32,32,55.9,91,4.8,4.5,4.4,76,39,264,10326,361,16,0.087367178,15,10
Alabama,1131,Wilcox,Clinton,35.9,24,63,18,88,34,45,30,14,31,9,,,82,86,12,,60,49,51,49.7,88,6.5,5.1,5.6,54,47,419,17987,893,9.9,0.147027412,16,26
Alabama,1133,Winston,Trump,53.4,19,32,13,85,32,30,36,10,21,13,83,,,85,35,38,,29,29,60.4,90,4.7,4.7,4.9,157,48,243,11638,257,11.2,0.073274487,16,76
Arizona,4001,Apache,Clinton,47.8,30,52,36,32,21,35,40,7,30,15,65,80,,77,25,43,,45,26,44.9,75,6.5,5.8,6.2,84,52,116,14480,863,3.1,0.11328748,21,22
Arizona,4003,Cochise,Trump,65.5,17,34,16,79,21,26,21,8,18,15,76,,73,78,17,32,17,26,23,54.2,83,5.2,3.7,4,49,46,465,7380,389,8.9,0.061191145,14,73
Arizona,4005,Coconino,Clinton,69,18,38,26,61,14,23,15,8,18,19,69,67,50,69,10,39,12,21,24,53.5,81,5.3,4.5,4.3,39,28,337,7410,652,9,0.05918936,19,82
Arizona,4007,Gila,Trump,49.5,18,47,17,73,25,28,20,8,19,14,80,77,,78,21,47,,37,25,56.3,80,4.4,4.3,4.1,49,74,349,11808,371,9,0.071700992,18,82
Arizona,4009,Graham,Trump,50.1,19,34,17,73,25,33,18,7,21,17,78,,,77,19,30,,27,41,50.2,74,4.6,4.3,4.4,36,59,431,7784,360,4.7,0.066750542,14,43
Arizona,4011,Greenlee,Trump,53.7,16,36,16,73,22,35,20,6,19,18,66,73,,80,21,17,,11,29,33.9,92,3.8,3.9,3.9,37,61,616,6848,542,8.6,0.075936378,11,43
Arizona,4012,La Paz,Trump,34.6,15,50,16,67,30,32,9,6,21,13,,74,,75,24,36,,37,18,45.2,80,3.9,4.3,4.4,50,66,359,14815,453,4.9,0.059813964,24,33
Arizona,4013,Maricopa,Trump,64.3,13,36,20,84,18,25,37,7,15,16,79,73,73,77,11,38,30,23,28,65.6,78,4.6,3.6,3.6,33,39,403,6136,504,5.2,0.045133743,16,93
Arizona,4015,Mohave,Trump,47.7,19,41,18,82,30,30,15,7,17,14,81,77,,78,30,36,,30,23,61.5,77,4,4.3,4.3,56,46,198,10596,218,5.9,0.065819574,19,65
Arizona,4017,Navajo,Trump,50.9,24,45,27,60,24,31,24,8,23,15,75,76,,72,21,44,,37,29,46.3,78,5.5,5.3,5.4,48,62,340,12283,719,6.9,0.081391691,19,47
Arizona,4019,Pima,Clinton,65.7,13,39,20,83,17,24,34,7,16,16,78,77,70,77,15,34,38,28,34,68.5,74,4.8,3.9,3.5,31,36,450,7136,563,6.3,0.048892514,16,86
Arizona,4021,Pinal,Trump,54.8,16,35,17,78,25,32,53,7,17,16,73,77,74,79,17,29,19,22,30,64.5,74,3.9,4.1,3.7,44,45,206,6476,349,3.6,0.054828545,14,70
Arizona,4023,Santa Cruz,Clinton,54.6,16,36,23,80,18,23,25,8,28,13,71,84,,81,23,30,,37,29,58.2,88,5,4.2,4.6,20,51,111,4870,370,5.6,0.099077146,21,39
Arizona,4025,Yavapai,Trump,59.6,14,33,20,83,20,25,28,7,15,15,74,73,,74,16,39,,23,25,65.9,79,4.1,3.9,3.7,26,38,289,8600,185,9.3,0.048588714,18,90
Arizona,4027,Yuma,Trump,54.7,15,31,20,81,27,31,19,6,25,15,79,80,65,80,11,33,35,31,28,61.9,80,4.1,4.1,4.4,51,58,376,6060,464,4.1,0.186011382,19,77
Arkansas,5001,Arkansas,Trump,47,20,39,10,82,34,34,15,12,24,13,83,,74,81,17,,52,31,22,47.8,85,4.2,4.4,4.8,79,64,490,10338,655,18.3,0.034590182,13,48
Arkansas,5003,Ashley,Trump,52.6,21,36,11,85,35,42,17,12,25,12,89,,80,86,18,20,51,31,35,58.9,82,4.8,4.4,4.7,97,63,286,10435,658,16.2,0.063194178,12,44
Arkansas,5005,Baxter,Trump,58.8,19,36,13,90,34,32,15,7,20,12,84,,,85,25,34,,29,21,69.7,86,4,4,4.5,50,44,123,9666,195,11,0.043348652,13,72
Arkansas,5007,Benton,Trump,59.3,16,22,12,86,25,30,20,7,16,16,85,77,87,83,12,31,17,15,28,64.3,90,4.1,3.7,3.7,41,38,244,6048,256,9,0.029158189,14,83
Arkansas,5009,Boone,Trump,58.2,19,30,12,85,34,34,23,6,22,13,85,,,85,25,23,,25,26,60.3,92,4,4.2,4.7,41,50,371,8575,225,14,0.036969962,13,48
Arkansas,5011,Bradley,Trump,43,22,50,20,78,36,39,23,11,28,11,84,,73,80,27,57,,40,50,54.4,81,5.8,4.6,5.4,92,61,252,11869,391,18.8,0.052199681,18,64
Arkansas,5013,Calhoun,Trump,46.1,21,45,9,82,34,34,46,7,24,13,91,,,85,21,,40,23,31,57.8,,4.9,4.3,4.9,61,38,179,9149,191,15.4,0.047063723,13,4
Arkansas,5015,Carroll,Trump,43.5,19,27,17,87,31,36,23,6,23,13,79,72,,78,17,41,,28,28,57.8,81,3.7,4.2,4.6,52,59,243,8797,277,13.7,0.035554527,19,46
Arkansas,5017,Chicot,Clinton,41.1,23,48,16,83,37,43,24,11,30,10,,,77,81,14,,51,43,21,60.1,92,6,4.6,5.3,94,70,464,10258,821,14.3,0.066350711,14,10
Arkansas,5019,Clark,Trump,59.3,20,38,18,84,31,34,29,9,23,14,81,,80,79,24,68,38,28,25,60.8,74,5.5,4.3,4.7,56,24,306,9824,743,17.3,0.044503171,12,65
Arkansas,5021,Clay,Trump,43.1,21,39,10,83,36,34,31,7,23,13,84,,,83,30,,,28,19,49.1,96,4.7,4.4,4.9,87,66,175,10693,234,15.9,0.056836903,15,16
Arkansas,5023,Cleburne,Trump,48.5,18,27,13,87,41,32,33,8,18,13,80,,,82,22,25,,25,38,58.4,91,4.5,4.1,4.4,57,50,248,8453,245,16.4,0.059681141,14,48
Arkansas,5025,Cleveland,Trump,50.3,19,29,11,87,34,36,53,10,20,13,65,,,83,22,,86,26,18,61.3,,4.3,4.1,4.5,70,39,50,9623,303,9.5,0.045577211,12,
Arkansas,5027,Columbia,Trump,57.2,21,49,13,86,36,36,19,10,25,13,89,,78,85,15,75,56,33,54,55.9,89,6.5,4.4,5,73,46,270,10160,973,16.7,0.058025622,14,53
Arkansas,5029,Conway,Trump,51.1,20,41,16,88,32,40,34,7,23,13,85,,,82,28,80,50,29,24,57.8,89,5.4,4.2,4.8,60,63,236,10689,447,16.1,0.057787757,13,26
Arkansas,5031,Craighead,Trump,61.9,21,44,16,83,31,36,14,8,21,15,87,64,76,84,19,52,57,24,26,66.6,92,4.9,4.2,4.5,63,46,374,8710,611,9,0.032642885,13,59
Arkansas,5033,Crawford,Trump,53.9,21,34,14,85,28,35,31,8,21,14,82,60,,86,24,50,,23,28,57.6,87,4.1,4.3,5,67,52,324,9195,237,8.6,0.039403185,15,64
Arkansas,5035,Crittenden,Clinton,51.2,24,55,20,88,34,39,31,13,29,12,83,,77,83,11,23,50,37,31,55.6,86,5,4.4,5.2,45,78,1357,11955,1291,8.5,0.045878802,12,63
Arkansas,5037,Cross,Trump,39.2,22,32,13,75,38,38,29,11,23,13,82,,81,79,21,,42,32,21,47.1,84,4.9,4.4,4.9,98,60,521,12699,587,19.2,0.044592388,12,39
Arkansas,5039,Dallas,Trump,41.7,20,29,14,88,35,36,37,12,25,12,82,,71,78,18,57,22,36,38,51.5,93,4.2,4.3,4.7,74,54,438,9632,756,23.2,0.050394241,14,36
Arkansas,5041,Desha,Clinton,40.6,24,51,13,78,33,40,25,14,30,10,86,,78,86,9,,73,46,12,47.1,85,5.6,4.7,5.4,101,72,670,11456,872,17.9,0.054957093,13,34
Arkansas,5043,Drew,Trump,59,22,41,18,83,34,34,25,10,26,12,82,,90,81,16,38,73,29,6,51.1,86,6.9,4.4,5,125,42,396,10090,602,11.3,0.058040806,12,53
Arkansas,5045,Faulkner,Trump,67,18,30,14,87,31,33,36,8,18,16,84,73,79,84,14,33,28,17,24,59.6,89,4.7,3.9,4.1,39,33,314,7794,475,8.9,0.038286687,12,71
Arkansas,5047,Franklin,Trump,52.2,21,28,12,89,33,37,44,9,21,13,81,,,77,30,8,,27,38,58.4,89,5.1,4.3,4.8,64,48,331,10930,277,12.4,0.04101589,14,65
Arkansas,5049,Fulton,Trump,59.7,19,29,11,83,31,33,37,8,20,12,80,,,82,36,,,34,33,59.4,,4.2,4.2,4.5,79,51,181,9905,203,9.9,0.04369139,15,27
Arkansas,5051,Garland,Trump,57.6,20,42,17,87,30,32,21,9,21,13,81,53,73,78,25,35,61,28,39,58,80,5.1,4.3,4.7,64,49,478,10448,419,11.3,0.043389459,15,90
Arkansas,5053,Grant,Trump,59.4,18,24,10,85,32,38,52,9,18,15,82,,83,84,13,,,19,22,51.9,88,4.3,3.9,4,70,46,222,8710,278,12.7,0.036298077,11,21
Arkansas,5055,Greene,Trump,51.2,20,32,15,81,38,31,26,7,21,15,86,,,87,23,34,,25,13,53.3,91,4.6,4.2,4.7,83,62,314,10750,429,11,0.043115158,11,69
Arkansas,5057,Hempstead,Trump,44.5,23,45,18,83,35,40,21,10,29,11,84,,76,80,28,71,41,34,33,48.5,74,4.6,4.6,5.2,71,74,619,10768,890,11.6,0.038210156,16,49
Arkansas,5059,Hot Spring,Trump,48.4,20,37,11,79,37,35,43,9,21,14,83,,78,84,25,26,48,28,21,51.8,91,4.6,4.2,4.5,87,56,,10644,505,11.4,0.039767903,13,35
Arkansas,5061,Howard,Trump,54.3,21,46,15,74,36,36,23,8,26,12,82,24,59,72,26,50,47,31,32,48.5,93,4.6,4.5,5.1,68,56,185,10077,611,15.6,0.033322114,18,47
Arkansas,5063,Independence,Trump,53.7,21,39,16,86,33,37,22,8,23,13,83,,,81,27,65,89,27,41,56.9,89,4.7,4.3,4.7,88,49,515,9129,297,13,0.049850075,13,48
Arkansas,5065,Izard,Trump,45.4,19,28,14,86,32,34,30,8,21,12,80,,,78,33,,,31,10,58.4,90,4.9,4.4,4.7,95,48,182,9240,195,17.8,0.056323913,17,45
Arkansas,5067,Jackson,Trump,39.9,22,45,14,78,40,37,23,9,24,13,85,,82,87,39,52,56,40,30,50.5,83,4.9,4.4,4.9,123,73,484,10496,380,12.5,0.062469257,14,17
Arkansas,5069,Jefferson,Clinton,49.4,21,54,17,82,33,41,19,12,26,12,88,,83,85,23,19,49,38,41,61.2,83,5.4,4.5,4.6,54,59,883,11169,1216,14,0.056208464,11,65
Arkansas,5071,Johnson,Trump,38.7,22,24,15,86,31,36,19,6,24,14,84,76,,82,26,55,,29,29,53,88,4.7,4.4,5.2,69,53,193,7802,406,8.1,0.04801293,17,29
Arkansas,5073,Lafayette,Trump,38.3,20,48,13,81,36,36,38,15,26,11,78,,69,79,7,,62,36,38,59.6,,5.5,4.4,4.8,78,55,224,14143,634,11.3,0.059006211,16,4
Arkansas,5075,Lawrence,Trump,51.4,22,39,12,85,37,32,38,8,22,13,80,,,79,31,,,34,25,58.5,90,4.6,4.5,4.9,91,43,141,11353,270,10.6,0.043647364,13,27
Arkansas,5077,Lee,Clinton,31.6,25,57,17,70,35,36,32,13,30,12,72,,72,76,12,,48,49,55,51.7,,5.9,4.5,5.1,62,59,154,10550,599,14.2,0.048242812,14,43
Arkansas,5079,Lincoln,Trump,31.1,22,38,15,76,38,38,39,9,26,14,77,,79,79,27,,41,27,17,57.7,93,5.9,4.2,4.9,87,41,123,9368,285,9.3,0.049168297,15,38
Arkansas,5081,Little River,Trump,50.5,20,40,7,76,36,33,38,9,24,12,,,87,83,29,,18,28,19,53.9,90,4.5,4.3,4.6,75,50,239,8602,534,13.6,0.046861185,13,49
Arkansas,5083,Logan,Trump,44.2,20,32,10,87,35,38,37,9,22,14,79,,,82,25,46,,31,22,58.9,94,4.4,4.3,4.6,74,63,242,11139,303,12.8,0.046158883,14,43
Arkansas,5085,Lonoke,Trump,61.9,20,26,12,83,30,36,46,8,19,16,79,,83,85,14,17,39,17,29,56.9,83,3.9,3.9,4.2,63,42,310,8759,414,7.8,0.033666997,11,63
Arkansas,5087,Madison,Trump,33.1,22,17,13,75,35,34,52,7,24,13,79,,,78,27,24,,29,36,40.4,88,4.7,4.4,5,54,50,278,8752,236,8.3,0.031855005,17,47
Arkansas,5089,Marion,Trump,41.6,20,33,15,87,33,32,33,7,23,12,80,,,76,26,54,,35,8,65.2,90,4.1,4.3,4.8,56,57,331,10601,237,9.2,0.040115924,14,55
Arkansas,5091,Miller,Trump,51.1,21,45,15,88,34,36,19,10,22,13,87,,81,86,17,23,54,32,26,57.5,80,4.8,4.1,4.6,55,68,775,9429,908,12.7,0.04178273,13,62
Arkansas,5093,Mississippi,Trump,51.5,24,49,16,78,41,40,20,11,27,12,83,62,74,80,32,31,55,38,36,43.4,86,5.7,4.6,5.1,97,74,868,12293,936,12,0.068181818,12,23
Arkansas,5095,Monroe,Trump,45.7,25,56,17,85,37,38,29,14,32,10,84,,58,75,34,,64,47,39,59.4,,5.9,4.8,5.9,91,65,269,9945,1133,10.6,0.049168975,14,7
Arkansas,5097,Montgomery,Trump,49.3,19,23,11,83,36,34,46,8,21,12,76,,,79,25,,,35,19,45.9,,4.3,4.2,4.4,53,45,115,8776,249,5.5,0.05345502,17,98
Arkansas,5099,Nevada,Trump,47.3,24,21,11,83,34,36,37,10,29,11,83,,89,87,48,,31,36,32,60.6,88,4.6,4.8,5.5,79,60,210,12173,636,12.6,0.037067321,12,29
Arkansas,5101,Newton,Trump,44.3,20,24,14,89,35,34,49,8,22,12,75,,,75,29,,,37,0,46.2,88,4.6,4.3,4.9,42,41,275,8353,211,3.8,0.038843458,16,58
Arkansas,5103,Ouachita,Trump,53.9,21,47,16,87,34,35,28,10,27,11,89,,78,84,21,46,58,35,17,56.3,88,5.3,4.6,5.1,62,66,391,11426,796,18.5,0.050899116,11,39
Arkansas,5105,Perry,Trump,43.6,20,21,10,86,30,38,58,9,19,14,79,,,77,24,,,26,17,56.6,87,3.9,4.2,4.5,63,40,396,9992,155,7.8,0.048003802,13,15
Arkansas,5107,Phillips,Clinton,43.7,26,59,22,66,36,46,24,13,33,9,83,,68,75,12,,67,56,29,50.2,80,4.9,4.9,6.1,74,85,1243,15268,1034,13.5,0.059419211,13,4
